term,estimate,penalty
(Intercept),2.437690416400205,0.03039195382313198
completionrate,0.34549065503740467,0.03039195382313198
race_multiracial,-0.2327678660421063,0.03039195382313198
days_since_covid_start,0.04563247666519795,0.03039195382313198
